Date	Close	Volume
2016-07-13	222,53	3540699
2016-07-14	221,53	2657899
2016-07-15	220,4	2230821
2016-07-18	226,25	3394588
2016-07-19	225,26	3047535
2016-07-20	228,36	2556119
2016-07-21	220,5	4425756
2016-07-22	222,27	2570462
2016-07-25	230,01	4479483
2016-07-26	229,51	3427251
2016-07-27	228,49	2887028
2016-07-28	230,61	2415462
2016-07-29	234,79	3061574
2016-08-01	230,01	4014048
2016-08-02	227,2	3928706
2016-08-03	225,79	3808747
2016-08-04	230,61	4142155
2016-08-05	230,03	3190342
2016-08-08	226,16	2259465
2016-08-09	229,08	2199766
2016-08-10	225,65	2336496
2016-08-11	224,91	1876959
2016-08-12	225,61	1811850
2016-08-15	225,59	2017964
2016-08-16	223,61	2251115
2016-08-17	223,24	1786408
2016-08-18	223,51	1699300
2016-08-19	225	1658616
2016-08-22	222,93	2061692
2016-08-23	224,84	4747745
2016-08-24	222,62	2566947
2016-08-25	220,96	1760212
2016-08-26	219,99	2238087
2016-08-29	215,2	3261381
2016-08-30	211,34	3164222
2016-08-31	212,01	3274854
2016-09-01	200,77	7932444
2016-09-02	197,78	5970154
2016-09-06	202,83	4386193
2016-09-07	201,71	3637918
2016-09-08	197,36	3372293
2016-09-09	194,47	3753734
2016-09-12	198,3	3714049
2016-09-13	196,05	3583140
2016-09-14	196,41	2256143
2016-09-15	200,42	3082942
2016-09-16	205,4	3104266
2016-09-19	206,34	2298318
2016-09-20	204,64	2408556
2016-09-21	205,22	2631285
2016-09-22	206,43	2381600
2016-09-23	207,45	2904125
2016-09-26	208,99	2393373
2016-09-27	205,81	3367907
2016-09-28	206,27	2079324
2016-09-29	200,7	2714040
2016-09-30	204,03	2581730
2016-10-03	213,7	5989342
2016-10-04	211,41	3537953
2016-10-05	208,46	1872456
2016-10-06	201	4697937
2016-10-07	196,61	3489480
2016-10-10	200,95	3311340
2016-10-11	200,1	2326754
2016-10-12	201,51	1969099
2016-10-13	200,24	2495140
2016-10-14	196,51	4265471
2016-10-17	193,96	4518331
2016-10-18	199,1	5676046
2016-10-19	203,56	6966185
2016-10-20	199,1	5069410
2016-10-21	200,09	2936908
2016-10-24	202,76	2747344
2016-10-25	202,34	2442118
2016-10-26	202,24	5346893
2016-10-27	204,01	13070990
2016-10-28	199,97	4273456
2016-10-31	197,73	4691320
2016-11-01	190,79	7023674
2016-11-02	188,02	4242250
2016-11-03	187,42	2644550
2016-11-04	190,56	5143915
2016-11-07	193,21	3857682
2016-11-08	194,94	3252927
2016-11-09	190,06	8166447
2016-11-10	185,35	6746290
2016-11-11	188,56	3987091
2016-11-14	181,45	6547913
2016-11-15	183,77	3899743
2016-11-16	183,93	3432668
2016-11-17	188,66	4880969
2016-11-18	185,02	5206473
2016-11-21	184,52	4355872
2016-11-22	191,17	5601238
2016-11-23	193,14	4890285
2016-11-25	196,65	2366098
2016-11-28	196,12	4521082
2016-11-29	189,57	4435312
2016-11-30	189,4	3544891
2016-12-01	181,88	5119105
2016-12-02	181,47	4040201
2016-12-05	186,8	4069480
2016-12-06	185,85	3389365
2016-12-07	193,15	5457071
2016-12-08	192,29	3193684
2016-12-09	192,18	2720937
2016-12-12	192,43	2436428
2016-12-13	198,15	6819322
2016-12-14	198,69	4147314
2016-12-15	197,58	3218653
2016-12-16	202,49	3795444
2016-12-19	202,73	3486937
2016-12-20	208,79	4684269
2016-12-21	207,7	5206143
2016-12-22	208,45	3108427
2016-12-23	213,34	4668263
2016-12-27	219,53	5913335
2016-12-28	219,74	3778544
2016-12-29	214,68	4043086
2016-12-30	213,69	4641288
2017-01-03	216,99	5901494
2017-01-04	226,99	11204560
2017-01-05	226,75	5908927
2017-01-06	229,01	5524153
2017-01-09	231,28	3972716
2017-01-10	229,87	3658981
2017-01-11	229,73	3649910
2017-01-12	229,59	3787547
2017-01-13	237,75	6085610
2017-01-17	235,58	4614731
2017-01-18	238,36	3767272
2017-01-19	243,76	7717244
2017-01-20	244,73	4199720
2017-01-23	248,92	6262097
2017-01-24	254,61	4958144
2017-01-25	254,47	5145301
2017-01-26	252,51	3143717
2017-01-27	252,95	3161774
2017-01-30	250,63	3798638
2017-01-31	251,93	4112013
2017-02-01	249,24	3953105
2017-02-02	251,55	2498799
2017-02-03	251,33	2185230
2017-02-06	257,77	3557600
2017-02-07	257,48	4244063
2017-02-08	262,08	3912428
2017-02-09	269,2	7812600
2017-02-10	269,23	3618336
2017-02-13	280,6	7023072
2017-02-14	280,98	7341450
2017-02-15	279,76	4943879
2017-02-16	268,95	7063860
2017-02-17	272,23	6251469
2017-02-21	277,39	5647575
2017-02-22	273,51	8537811
2017-02-23	255,99	14877090
2017-02-24	257	8166869
2017-02-27	246,23	11450160
2017-02-28	249,99	6073890
2017-03-01	250,02	4804963
2017-03-02	250,48	3345751
2017-03-03	251,57	2925481
2017-03-06	251,21	3353601
2017-03-07	248,59	3452587
2017-03-08	246,87	3726746
2017-03-09	244,9	3876494
2017-03-10	243,69	3062785
2017-03-13	246,17	3011280
2017-03-14	258	7581719
2017-03-15	255,73	5233365
2017-03-16	262,05	7127180
2017-03-17	261,5	6491018
2017-03-20	261,92	3601616
2017-03-21	250,68	6901555
2017-03-22	255,01	4056735
2017-03-23	254,78	3309844
