"AFQT" "Educ" "Income2005"
33.068 9 30000
40.937 12 56000
23.181 12 5000
11.84 12 20477
71.213 14 45000
37.08 13 42000
87.553 12 144000
57.749 16 30000
64.857 15 25000
47.308 15 28013
29.347 12 29000
83.258 12 52000
53.708 12 55000
45.716 12 16000
40.026 13 23000
87.574 14 25275
99.473 12 36000
83.973 15 30000
59.053 12 60000
69.238 12 49000
44.255 12 58000
34.888 12 18000
68.557 12 16000
16.42 12 20000
31.36 12 9300
38.276 9 98000
95.983 16 32089
28.755 12 16390
60.681 12 45000
81.924 12 33000
97.506 18 95000
86.305 13 11000
54.302 12 33000
73.454 15 78000
54.943 12 52000
87.764 18 32253
71.105 16 53000
66.841 12 55000
35.256 12 29000
50.928 15 12000
59.009 12 52000
39.133 12 22049
73.529 14 47000
94.762 17 88000
49.422 14 55000
66.337 15 30000
94.245 12 34000
65.354 17 8000
81.774 18 69000
80.927 18 40000
78.523 16 95000
49.038 15 51000
93.854 16 100000
100 16 100000
88.799 14 44000
62.096 12 42000
90.913 16 263445
11.317 12 15000
2.531 12 1500
6.558 12 5000
9.201 12 22000
49.06 12 167803
44.827 12 45000
50.489 12 40000
90.79 19 110000
57.761 12 35000
57.333 12 85000
84.585 14 65000
54.553 12 24000
74.995 12 52000
46.544 12 67000
64.154 12 32000
33.379 12 16000
50.215 12 14000
67.468 20 169884
93.686 20 16500
97.808 19 55000
91.35 16 25000
92.504 19 157957
92.807 20 176431
74.6 18 35000
70.7 14 1200
85.012 18 43450
96.59 16 30000
99.342 20 50000
97.67 16 519340
90.868 16 92000
82.984 15 45000
75.101 16 74000
99.6 17 101000
79.761 13 58000
86.544 16 15000
83.431 18 150000
93.865 16 102000
92.888 18 62000
93.615 20 20000
51.486 17 90000
75.594 16 110000
26.617 12 32000
84.705 15 45000
63.919 17 5200
74.43 18 51000
82.183 13 54000
50.191 13 30000
69.363 16 40000
77.538 18 29000
60.383 15 80000
77.034 18 97000
87.206 16 22000
26.367 12 10000
3.486 12 50000
1.849 12 22000
25.725 15 39000
33.771 16 50000
46.335 12 68000
13.954 12 40000
16.305 14 38000
79.54 17 39500
69.89 15 108000
78.668 20 155485
64.451 16 125000
80.035 17 28500
16.627 12 600
17.848 14 3000
100 16 444624
23.502 13 50000
37.626 13 52000
36.821 13 39900
51.047 12 26000
22.435 13 36000
5.375 14 40000
72.427 13 7800
60.943 12 46000
13.462 13 79000
68.077 14 25000
81.673 19 50000
13.418 12 36000
27.247 12 62000
38.207 14 22000
96.219 17 99000
52.841 13 27300
22.701 12 90000
99.7 16 65000
31.798 12 24000
24.289 12 24500
53.094 16 15000
84.93 12 35000
57.901 13 25000
44.242 12 52000
74.218 13 32000
65.827 15 68000
29.591 16 50000
13.281 12 18000
8.404 9 2400
79.94 12 25000
41.698 12 90000
85.097 13 1748
52.676 18 50000
33.359 14 45000
93.952 18 206869
68.436 16 50000
70.04 16 35000
84.638 14 6000
78.162 12 52000
91.216 12 20000
69.495 12 9000
40.633 12 30000
11.904 8 22000
20.078 12 15000
60.404 12 15000
27.619 12 11000
78.525 13 222924
43.387 12 20000
41.162 12 58000
60.81 18 42000
76.602 18 65000
87.379 12 66000
12.622 9 38800
40.437 12 36500
29.923 12 3408
94.695 16 62000
97.965 19 52000
57.772 16 23900
2.455 12 5700
8.489 12 9600
59.908 12 34000
64.006 18 61000
38.548 12 40000
64.073 14 45000
0.094 12 32500
80.354 13 50000
48.239 12 6000
30.605 12 20000
28.605 12 25000
59.747 16 32624
27.311 15 49000
50.374 15 75000
11.085 9 68000
20.127 12 30000
58.278 12 45000
82.644 12 29000
67.035 16 20000
92.381 16 90000
88.546 16 34900
9.084 12 12500
1.181 12 26000
35.322 11 15000
42.385 12 25000
91.533 18 85300
2.393 12 23000
17.959 15 32000
7.973 13 62000
4.197 12 32000
71.015 12 48000
31.476 14 42000
46.677 12 15000
73.808 12 23031
45.245 16 20000
92.621 20 85605
88.047 18 47000
20.119 13 75000
90.242 14 89000
53.729 14 10000
13.072 10 2000
85.846 13 58000
37.655 12 48000
63.549 12 50000
43.806 12 48000
64.895 15 75210
29.616 13 90000
65.798 12 26000
25.167 12 62500
67.444 14 41000
54.546 15 8900
46.367 16 34000
18.668 12 16000
57.462 13 27000
82.756 12 84600
14.209 12 11550
62.811 12 80000
65.452 12 150000
96.079 16 49000
50.641 16 40000
95.554 20 162660
92.849 20 75419
69.935 14 38000
41.293 14 76000
54.79 16 40000
62.172 13 88000
92.568 18 91000
73.296 16 42000
86.907 12 56000
80.481 20 53000
53.555 12 32000
86.339 18 32000
53.549 13 40000
1.645 12 18000
32.908 12 30000
31.008 14 8500
70.744 14 32000
37.618 13 15500
12.131 12 58000
60.762 12 13200
78.064 12 38000
6.546 14 50000
39.194 12 20000
15.933 11 67000
68.129 14 23000
58.604 12 22000
65.355 12 12000
34.151 12 14000
61.514 14 93000
90.927 16 26000
82.053 16 30000
67.705 16 120000
51.38 15 20000
68.338 16 22000
95.835 15 50000
78.596 15 70000
96.974 18 102500
22.964 12 30000
84.654 13 38000
98.695 16 18000
22.421 12 19900
25.824 12 34000
62.689 13 3500
76.762 16 37000
93.654 16 185662
77.518 18 92000
29.568 13 50000
58.528 16 63000
11.248 16 30000
4.607 10 19000
86.364 19 93000
93.673 18 22000
95.855 16 211052
52.997 12 45000
99.032 19 42000
93.797 19 49938
76.715 15 48000
31.428 13 95000
81.671 14 45291
94.559 16 95000
38.478 12 9000
9.581 12 18000
63.042 14 15000
46.534 16 80000
63.044 13 79000
14.771 12 31200
60.473 18 75000
93.33 20 140000
8.147 10 30700
21.407 8 25000
85.068 14 53000
87.942 16 202617
73.85 12 33000
94.247 13 108000
60.869 12 47000
61.509 12 39000
51.094 14 54300
4.853 11 18000
22.243 12 25000
17.592 14 30000
57.865 16 72000
98.905 14 72899
68.723 14 125000
72.061 15 48000
83.129 15 125000
26.623 16 146000
30.349 15 70000
38.736 12 50000
49.905 12 40000
65.975 12 50000
65.668 14 62987
66.623 16 113000
70.375 16 73000
72.163 13 35000
57.342 13 11000
41.962 12 40000
32.671 16 57000
7.177 12 35000
7.817 13 34000
18.514 12 1800
2.96 12 12000
89.282 16 100000
4.899 12 6580
64.81 14 21000
63.671 12 16000
43.186 12 60000
42.885 16 98000
74.431 12 90000
76.485 12 85000
84.593 17 72000
48.11 14 27359
35.674 18 16000
84.059 14 35000
55.052 13 50000
70.638 12 21000
85.959 12 38154
35.236 12 38200
74.952 17 58000
35.574 17 48000
35.76 12 25000
41.056 14 95000
66.351 12 65000
17.388 12 30000
60.716 14 10000
42.318 12 27412
83.831 16 15000
58.25 17 55000
91.857 20 194757
12.411 12 9500
66.439 12 24000
22.535 12 62000
38.467 15 27581
81.014 15 77000
65.198 20 130000
44.75 12 130000
60.639 16 45000
35.588 13 90000
68.487 18 355767
92.94 17 70000
31.028 14 99000
1.32 12 25000
4.875 12 17000
63.72 12 18000
55.007 13 90000
24.298 14 56000
36.39 12 24000
49.157 13 25000
92.296 16 60000
98.483 16 52000
83.307 14 15000
81.304 16 209400
30.372 14 40000
48.409 13 38000
86.921 12 45000
14.358 12 5000
71.684 12 14000
10.844 10 3000
74.499 18 10000
85.163 17 84000
84.843 13 68651
97.585 19 29000
69.189 15 4000
92.725 16 91500
69.532 16 108000
60.14 14 137000
59.027 12 197062
85.659 14 100000
66.998 15 5000
65.045 12 72000
13.195 12 15000
23.091 12 40000
64.763 12 45000
8.573 12 58000
44.228 14 3000
50.743 12 67000
44.638 12 35000
8.594 12 8400
45.692 14 15000
16.497 11 20017
19.224 12 21424
16.996 11 12000
23.5 12 12000
59.362 14 75000
100 16 30000
44.275 12 36000
11.038 12 12000
60.219 12 42000
89.164 16 33000
87.349 18 67000
56.643 12 54000
100 18 163271
84.623 18 60000
41.732 12 62000
95.519 17 34000
39.656 12 8600
31.668 12 55000
66.229 12 70000
100 19 40000
88.406 13 30000
56.987 12 31000
45.131 12 24000
44.272 12 4800
11.451 12 41000
34.099 12 22000
29.236 12 26000
16.44 12 27000
34.125 12 25000
43.564 12 66000
44.281 12 13000
86.859 16 115000
89.109 16 70000
90.344 19 90000
93.854 19 40500
82.637 13 19000
53.937 12 12000
61.977 15 90000
74.194 13 50000
98.187 16 80000
62.75 14 74000
90.394 14 58000
60.664 12 35000
81.962 12 21000
79.014 16 25000
44.296 12 30775
81.855 14 42000
71.626 18 57000
83.353 16 66768
90.563 16 126000
93.01 16 344856
95.503 18 54500
77.854 14 57000
56.188 16 80000
62.465 13 14000
84.43 15 24226
55.403 18 37000
54.678 16 45000
30.696 14 6000
44.859 12 20000
72.897 14 60000
75.431 12 64000
91.95 14 36000
92.938 13 39000
41.211 12 8575
69.395 15 25000
81.774 18 6000
95.394 16 34000
28.043 17 56000
89.918 16 55000
67.661 12 35000
65.964 12 26500
53.053 14 27000
66.586 14 80000
50.386 13 47000
67.232 12 33000
57.352 12 38083
78.181 14 65000
38.555 13 22000
56.759 16 72000
77.629 16 81000
80.642 16 90000
15.864 14 20000
55.398 12 50000
23.682 11 32000
8.811 12 7300
86.847 20 188255
70.097 12 6000
25.611 12 29000
38.709 18 52000
92.503 20 92500
63.204 13 17000
22.076 10 22000
43.271 13 33500
51.554 12 48000
83.641 16 159193
49.657 14 17900
41.842 13 18839
81.658 14 33000
62.784 15 39000
23.927 12 25000
7.135 8 22000
60.522 16 41000
13.494 12 54000
31.353 14 42000
82.469 16 75000
25.492 12 35000
2.893 8 43000
26.901 12 18000
23.721 12 26000
74.689 13 22000
73.712 18 78000
64.713 12 40000
21.164 10 60000
74.484 13 36000
47.582 12 32000
64.114 13 32500
90.36 14 66948
33.643 13 3000
92.247 18 60000
85.066 15 94000
70.51 12 58000
27.358 14 35100
21.009 12 8000
16.841 12 410008
86.508 15 15000
32.249 12 30000
75.073 15 62000
80.394 20 69600
67.504 17 30000
70.669 19 228453
18.04 12 63000
87.153 20 215765
84.38 14 115000
91.144 17 39000
94.331 17 44000
79.135 15 80000
78.873 19 39000
64.441 13 40000
58.229 15 42000
96.183 17 153447
100 16 120000
25.844 14 18230
13.195 12 14000
11.369 13 29000
36.172 13 29993
18.631 13 60000
44.084 20 34000
52.035 14 43000
17.529 12 24314
77.171 13 25000
9.128 12 9600
72.251 20 56400
22.029 13 10000
73.751 20 20000
73.407 18 30000
47.006 12 119000
97.61 16 40000
57.477 15 11000
48.968 14 33000
23.45 12 120000
89.381 19 152683
98.645 16 33000
46.56 12 27400
77.314 14 3000
56.945 11 29000
78.06 12 21213
41.062 10 26000
47.968 15 42000
17.763 12 15000
60.402 16 10800
80.74 17 62000
81.861 12 36000
72.306 13 6000
53.96 13 89000
58.127 13 100000
41.879 12 50000
36.433 12 1200
55.622 12 37000
80.536 12 100000
98.687 16 75000
73.682 18 23000
83.498 20 55000
84.442 13 65000
31.449 12 38000
70.507 13 25000
53.747 12 23000
61.711 12 3563
37.165 12 38000
91.441 20 57000
42.843 12 29000
60.646 13 34500
53.09 16 46000
48.596 12 27000
75.345 14 20000
24.074 12 30000
52.58 16 56000
70.467 12 32000
56.535 12 28398
72.335 17 123000
62.924 15 15000
75.701 12 25000
10.875 12 35718
72.412 17 20000
33.664 12 83000
8.837 14 35000
46.218 17 80000
83.809 16 85000
45.579 13 40000
31.929 14 32530
13.348 12 12000
13.793 14 70000
85.912 12 8400
21.71 12 22000
46.534 16 60000
70.64 20 200977
46.743 15 31000
55.115 12 26000
38.094 14 96000
56.267 13 36000
88.662 16 55000
15.176 12 50000
38.32 12 9000
48.244 13 120000
12.777 13 37100
30.913 13 68000
21.706 12 40000
34.971 12 33800
27.434 15 3500
45.691 12 11500
67.67 14 35000
4.008 16 65000
55.998 14 98000
12.39 13 50000
75.256 12 11548
19.642 11 30000
28.603 12 20000
42.704 13 6000
17.534 13 10000
27.724 12 55000
79.838 16 3200
22.097 12 37500
88.294 16 40264
15.276 12 47500
27.953 12 16000
78.135 18 45000
50.321 15 63000
86.332 12 29479
22.362 12 28000
4.171 13 11000
84.207 19 59800
34.37 12 10000
52.155 14 16000
85.107 12 58000
76.53 12 7200
75.732 14 20000
88.694 20 600
88.59 16 35000
60.895 12 35000
20.657 13 51000
64.846 14 30000
83.449 15 25000
54.144 14 29000
59.959 16 75000
52.599 12 21939
20.057 14 10000
91.407 16 52000
71.119 16 95000
55.017 13 5250
12.563 14 36500
84.304 18 53000
63.248 16 110000
62.412 12 3200
69.093 12 36800
26.187 12 34000
81.396 14 55000
55.327 13 14000
44.732 15 3000
61.583 12 56000
30.514 10 52000
18.621 15 65000
89.755 12 35000
87.078 16 12000
90.958 16 35000
76.589 16 38400
83.858 12 12000
85.856 14 56000
97.117 16 46000
49.694 12 8000
93.238 16 18000
93.533 17 53000
71.096 14 52000
43.898 17 40000
72.595 14 52000
82.352 16 59850
71.79 18 42000
63.289 17 35000
71.14 15 23699
82.62 16 135000
87.434 12 35000
11.551 12 50000
56.704 13 29500
48.5 16 32000
44.815 14 40000
81.45 16 57000
97.935 16 15000
79.36 12 196680
50.639 16 60000
87.22 17 81000
91.807 16 125000
80.022 12 13000
49.099 13 38000
69.959 14 45000
75.195 16 37000
60.361 12 36000
38.439 12 29000
95.516 16 110000
91.857 12 38000
31.355 14 150000
29.679 15 6800
37.721 14 14000
10.31 9 9600
4.747 8 27300
19.937 12 8500
24.754 12 50000
32.426 13 6000
15.308 12 25000
0.587 8 71776
1.294 9 7200
54.755 12 43000
60.055 16 62000
0.838 12 26000
25.56 12 900
23.139 16 47000
22.735 12 20500
11.841 11 350
97.069 20 91000
47.421 12 52000
32.743 12 56000
50.188 12 29800
29.66 12 50000
51.599 14 40000
16.864 12 16000
74.158 16 95000
14.718 12 22050
21.049 12 20000
11.307 12 20000
60.755 14 28000
63.118 13 55000
99.484 16 25000
46.876 12 10000
25.347 12 22500
6.995 14 40000
4.096 8 18000
85.656 12 18560
61.117 12 3000
25.036 12 1300
27.961 12 38000
66.286 12 110000
6.803 12 19000
14.114 12 15000
82.93 12 25000
31.907 14 125000
85.677 17 133000
14.701 12 10056
42.853 12 16000
48.99 12 32000
6.054 12 11000
21.62 12 29000
56.039 12 14000
0.162 12 45000
37.489 16 36000
39.633 12 25000
64.088 14 38000
61.264 12 31000
46.741 12 24000
64.673 12 15785
46.125 12 34000
35.796 12 47000
31.716 12 22000
26.982 12 54000
77.376 16 42000
67.935 16 65000
98.198 19 33000
73.884 20 79000
60.292 16 82000
10.81 9 36000
1.042 9 40000
28.205 12 30000
10.186 14 24000
34.301 13 18000
47.973 13 26500
0 12 30000
18.176 12 26000
3.039 12 35000
8.282 12 20000
51.958 16 43000
51.908 17 44000
95.248 20 96000
70.691 19 36000
66.276 12 40000
60.781 12 52000
8.54 12 52000
0.56 12 30000
37.531 12 33000
71.982 13 22000
66.907 12 52000
82.061 17 90000
71.156 15 1600
68.443 16 80000
97.274 20 198032
70.576 12 60000
54.716 12 38000
86.782 12 20000
56.285 13 8000
87.596 16 67500
77.716 17 15000
64.58 12 72000
5.319 12 12000
76.766 19 70000
58.345 12 42000
42.254 12 72000
97.537 13 45000
80.34 12 70000
75.52 17 114000
59.926 13 24000
74.363 14 42500
81.334 12 10900
81.916 14 33000
87.91 18 53000
50.838 12 42000
80.893 12 26280
64.357 11 44328
76.736 12 9000
51.843 13 60000
24.592 11 10000
7.35 11 60000
80.188 19 70000
40.534 12 50000
0 12 4000
1.792 11 100000
47.481 15 146000
67.337 15 8000
26.798 10 25000
90.862 14 74500
71.422 15 32900
78.397 17 1500
19.889 12 78000
44.583 12 65000
20.097 10 8000
66.503 16 123000
61.687 12 19000
11.738 12 56000
19.708 12 40000
97.147 16 24000
40.415 14 1200
45.075 15 17000
26.504 14 32000
18.254 12 60000
8.903 12 350
43.089 13 63000
40.755 12 80000
68.468 16 39000
0.823 12 8000
3.222 12 30456
2.314 8 9000
21.716 13 1300
78.611 15 19500
12.57 10 13000
43.124 14 27700
62.701 16 50000
41.801 12 57500
1.457 12 2000
9.266 13 15000
13.696 13 25000
60.5 16 14000
23.064 15 52000
48.275 12 45000
39.048 13 57000
23.172 15 20108
47.552 14 40000
9.003 12 54000
48.795 16 24500
14.611 12 50000
24.52 8 32000
67.97 14 80000
68.817 16 87000
37.279 12 24000
61.243 12 40000
78.549 14 77919
16.885 12 24000
75.534 12 42500
18 16 28000
54.37 16 102831
83.763 14 38400
72.983 16 11000
81.931 14 24500
63.866 12 57000
39.427 12 22000
63.777 12 13691
44.032 12 15000
92.255 16 15000
75.428 12 44000
18.231 12 2200
79.197 15 10000
61.341 12 24200
68.263 17 40000
1.779 6 50400
4.028 12 10000
55.742 16 30330
96.751 14 64000
80.758 16 58500
36.943 14 29000
39.267 18 48000
43.256 16 60000
51.061 12 16000
56.834 13 46000
45.787 18 38000
62.412 12 35000
89.086 17 85000
83.021 16 338101
45.43 14 12000
91.057 13 68458
70 12 58000
86.514 12 45000
93.914 20 82000
9.829 14 10000
12.465 12 90000
10.59 12 24000
38.717 16 125000
12.877 20 43000
27.064 12 15000
48.739 12 14000
52.131 12 39000
15.874 13 40000
10.751 12 90000
20.859 12 26000
6.732 12 2000
72.75 16 42000
42.412 12 75000
24.339 15 39000
37.918 20 110500
60.113 12 60000
0.332 12 31000
85.632 20 70000
36.867 12 40000
56.178 12 33000
39.556 15 35000
59.085 16 17000
38.202 12 60000
83.535 20 53000
76.322 14 65000
80.79 16 85000
70.816 16 150000
94.157 12 52900
69.997 12 58000
54.756 12 63000
74.585 17 65000
66.317 12 40000
14.177 12 24000
72.753 16 161182
81.701 15 28900
65.528 12 22000
16.707 12 46000
8.479 12 3000
5.867 12 628
41.848 18 45000
87.993 20 49000
68.169 15 32000
49.365 12 51000
58.25 12 3000
88.136 13 42000
1.35 13 20000
91.448 20 158730
45.81 10 56000
26.619 14 3000
88.023 16 49000
50.856 15 34000
58.498 12 6000
33.649 12 4000
42.237 12 22000
56.342 12 33793
18.164 13 3000
97.573 16 37000
63.613 20 40000
53.959 12 30000
53.775 16 30000
59.265 12 82000
36.668 12 54000
82.763 14 53000
62.246 16 100000
83.988 15 36323
76.524 18 120000
56.116 16 91000
74.244 16 90000
54.283 18 45000
20.531 8 30000
15.881 12 42000
10.695 12 21000
64.324 12 30000
72.169 16 39500
27.983 12 24000
32.593 12 23000
22.983 12 11560
10.769 10 22000
40.28 13 21000
29.169 12 12600
31.207 13 45000
